カード番号,カード名,フリガナ,レアリティ,種類,色,コスト/ライフ種別,コスト/ライフ値,パワー,カウンター,属性,特徴,ブロック,効果テキスト,トリガー,入手情報,ImageFileID,ImageFileID_small
ST06-014,衝撃波,,C,EVENT,黒,コスト,2,-,-,-,海軍,1,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。その後、相手のアクティブのコスト3以下のキャラ1枚までを、KOする。,【】相手のコスト4以下のキャラ1枚までを、KOする。,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
ST06-015,大噴火,ダイフンカ,C,EVENT,黒,コスト,1,-,-,-,海軍,1,【メイン】カード1枚を引く。その後、相手のキャラ1枚までを、このターン中、コスト-2。,【】相手は自身の手札1枚を選び、捨てる。,海軍【ST-06】,dummy.gif,
ST06-016,ホワイト・アウト,,C,EVENT,黒,コスト,1,-,-,-,海軍,1,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+2000。,【】カード1枚を引き、自分のキャラは、このターン中、KOされない。,海軍【ST-06】,dummy.gif,
ST06-017,海軍本部,カイグンホンブ,C,STAGE,黒,コスト,1,-,-,-,海軍,1,【登場時】相手のキャラ1枚までを、このターン中、コスト-1。【起動メイン】このステージをレストにできる：自分のリーダーが特徴《海軍》を持つ場合、相手のキャラ1枚までを、このターン中、コスト-1。,,海軍【ST-06】,dummy.gif,
ST07-001,シャーロット・リンリン,,L,LEADER,黄,ライフ,5,5000,-,特,四皇/ビッグ・マム海賊団,1,【ドン‼×2】【アタック時】自分のライフの上か下から1枚を手札に加えることができる：自分のライフが2枚以下の場合、自分の手札1枚までを、ライフの上に加える。,,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-002,シャーロット・アナナ,シャーロット アナナ,C,CHARACTER,黄,コスト,1,3000,1000,知,ビッグ・マム海賊団,1,-,,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-003,シャーロット・カタクリ,シャーロット カタクリ,SR,CHARACTER,黄,コスト,4,6000,-,打,ビッグ・マム海賊団,1,【登場時】自分か相手のライフの上から1枚までを見て、ライフの上か下に置く。その後、自分のライフの枚数が相手より少ない場合、このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-004,シャーロット・スナック,シャーロット・スナック,C,CHARACTER,黄,コスト,5,6000,-,斬,ビッグ・マム海賊団,1,【ドン!!×1】【アタック時】自分のライフの上か下から1枚を手札に加えることができる：このキャラは、このバトル中、【バニッシュ】を得て、パワー+1000。(このカードがダメージを与えた場合、トリガーは発動せずそのカードはトラッシュに置かれる),,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-005,シャーロット・ダイフク,シャーロットダイフク,C,CHARACTER,黄,コスト,4,5000,1000,斬,ビッグ・マム海賊団,1,【ドン‼×1】【アタック時】自分のライフの上か下から1枚を手札に加えることができる：自分のデッキの上から1枚までを、ライフの上に加える。,,スタートデッキ 黄 シャーロット・カタクリ【ST-20】,dummy.gif,
ST07-005,シャーロット・ダイフク,シャーロットダイフク,C,CHARACTER,黄,コスト,4,5000,1000,斬,ビッグ・マム海賊団,1,【ドン!!×1】【アタック時】自分のライフの上か下から1枚を手札に加えることができる：自分のデッキの上から1枚までを、ライフの上に加える。,,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-006,シャーロット・フランぺ,,C,CHARACTER,黄,コスト,2,4000,1000,射,ビッグ・マム海賊団,1,-,,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-007,シャーロット・ブリュレ,シャーロットブリュレ,C,CHARACTER,黄,コスト,3,1000,1000,特,ビッグ・マム海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),【】このカードを登場させる。,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
ST07-007,シャーロット・ブリュレ,シャーロットブリュレ,C,CHARACTER,黄,コスト,3,1000,1000,特,ビッグ・マム海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),【】このカードを登場させる。,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
ST07-007,シャーロット・ブリュレ,シャーロットブリュレ,C,CHARACTER,黄,コスト,3,1000,1000,特,ビッグ・マム海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),【】このカードを登場させる。,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
ST07-007,シャーロット・ブリュレ,シャーロットブリュレ,C,CHARACTER,黄,コスト,3,1000,1000,特,ビッグ・マム海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),【】このカードを登場させる。,ONE PIECEカードゲーム プロモーションパックVol.5,dummy.gif,
ST07-007,シャーロット・ブリュレ,シャーロットブリュレ,C,CHARACTER,黄,コスト,3,1000,1000,特,ビッグ・マム海賊団,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),【】このカードを登場させる。,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-008,シャーロット・プリン,シャーロットプリン,C,CHARACTER,黄,コスト,2,3000,2000,知,ビッグ・マム海賊団,1,【登場時】自分か相手のライフの上から1枚までを見て、ライフの上か下に置く。,,ONE PIECEカードゲーム プロモーションパックVol.3,dummy.gif,
ST07-008,シャーロット・プリン,シャーロットプリン,C,CHARACTER,黄,コスト,2,3000,2000,知,ビッグ・マム海賊団,1,【登場時】自分か相手のライフの上から1枚までを見て、ライフの上か下に置く。,,ジャンプGIGA 2023 SPRING 応募者全員サービス,dummy.gif,
ST07-008,シャーロット・プリン,シャーロットプリン,C,CHARACTER,黄,コスト,2,3000,2000,知,ビッグ・マム海賊団,1,【登場時】自分か相手のライフの上から1枚までを見て、ライフの上か下に置く。,,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-009,シャーロット・モンドール,シャーロット・モンドール,C,CHARACTER,黄,コスト,3,4000,1000,特,ビッグ・マム海賊団,1,【起動メイン】このキャラをレストにし、自分のライフの上か下から1枚を手札に加えることができる：相手のコスト3以下のキャラ1枚までを、KOする。,【】自分の手札1枚を捨てることができる：このカードを登場させる。,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-010,シャーロット・リンリン,,SR,CHARACTER,黄,コスト,7,8000,-,特,四皇/ビッグ・マム海賊団,1,【登場時】相手は以下から1つを選ぶ。・相手のライフの上から1枚をトラッシュに置く。・自分のデッキの上から1枚をライフの上に加える。,,フラッグシップバトル2023 10月ベスト8記念品,dummy.gif,
ST07-010,シャーロット・リンリン,,SR,CHARACTER,黄,コスト,7,8000,-,特,四皇/ビッグ・マム海賊団,1,【登場時】相手は以下から1つを選ぶ。・相手のライフの上から1枚をトラッシュに置く。・自分のデッキの上から1枚をライフの上に加える。,,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-011,ゼウス,ゼウス,C,CHARACTER,黄,コスト,3,3000,1000,特,ビッグ・マム海賊団/ホーミーズ,1,【起動メイン】このキャラをレストにできる：自分の「シャーロット・リンリン」1枚までは、このターン中、【バニッシュ】を得る。(このカードがダメージを与えた場合、トリガーは発動せずそのカードはトラッシュに置かれる),【】このカードを登場させる。,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-012,タマゴ男爵,タマゴダンシャク,C,CHARACTER,黄,コスト,4,6000,1000,打,ビッグ・マム海賊団,1,-,,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-013,プロメテウス,,C,CHARACTER,黄,コスト,3,3000,1000,特,ビッグ・マム海賊団/ホーミーズ,1,【起動メイン】このキャラをレストにできる：自分の「シャーロット・リンリン」1枚までは、このターン中、【ダブルアタック】を得る。(このカードが与えるダメージは2になる),【】このカードを登場させる。,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-014,ぺコムズ,,C,CHARACTER,黄,コスト,3,5000,1000,打,ミンク族/ビッグ・マム海賊団,1,-,,スタートデッキ 黄 シャーロット・カタクリ【ST-20】,dummy.gif,
ST07-014,ぺコムズ,,C,CHARACTER,黄,コスト,3,5000,1000,打,ミンク族/ビッグ・マム海賊団,1,-,,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-015,ソウル・ポーカス,ソウルポーカス,C,EVENT,黄,コスト,5,-,-,-,四皇/ビッグ・マム海賊団,1,【メイン】相手は以下から1つを選ぶ。・相手のライフの上から1枚をトラッシュに置く。・自分のデッキの上から1枚をライフの上に加える。,【】このカードの【メイン】効果を発動する。,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-016,力餅,リキモチ,C,EVENT,黄,コスト,1,-,-,-,ビッグ・マム海賊団,1,【カウンター】自分か相手のライフの上から1枚までを見て、ライフの上か下に置く。その後、自分のリーダーかキャラ1枚までを、このバトル中、パワー+2000。,【】カード1枚を引き、自分か相手のライフの上から1枚までを見て、ライフの上か下に置く。,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST07-017,クイーン・ママ・シャンテ号,,C,STAGE,黄,コスト,2,-,-,-,ビッグ・マム海賊団/ホーミーズ,1,【起動メイン】このステージをレストにし、自分のライフの上か下から1枚を手札に加えることができる：自分のコスト3のキャラ1枚までを、持ち主のライフの上に表向きで加える。,【】このカードを登場させる。,ビッグ・マム海賊団【ST-07】,dummy.gif,
ST08-001,モンキー・D・ルフィ,モンキー・D・ルフィ,L,LEADER,黒,ライフ,5,5000,-,打,麦わらの一味,1,【自分のターン中】キャラがKOされた時、このリーダーにレストのドン!!1枚までを、付与する。,,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST08-002,ウタ,,SR,CHARACTER,黒,コスト,2,3000,-,特,FILM,1,このキャラはリーダーとのバトルでKOされない。【起動メイン】このキャラをレストにできる：相手のキャラ1枚までを、このターン中、コスト-2。,,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST08-002,ウタ,,SR,CHARACTER,黒,コスト,2,3000,-,特,FILM,1,このキャラはリーダーとのバトルでKOされない。【起動メイン】このキャラをレストにできる：相手のキャラ1枚までを、このターン中、コスト-2。,,プレミアムカードコレクション-ウタ-,dummy.gif,
ST08-003,ガイモン,ガイモン,C,CHARACTER,黒,コスト,2,4000,1000,知,東の海,1,-,,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST08-004,コビー,,C,CHARACTER,黒,コスト,4,1000,1000,打,海軍,1,【起動メイン】このキャラをレストにできる：相手のコスト2以下のキャラ1枚までを、KOする。,,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST08-005,シャンクス,シャンクス,SR,CHARACTER,黒,コスト,9,10000,-,斬,赤髪海賊団,1,【登場時】自分の手札1枚を捨てることができる：コスト1以下のキャラすべてを、KOする。,,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST08-006,しらほし,,C,CHARACTER,黒,コスト,4,-,1000,知,人魚族,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】相手のキャラ1枚までを、このターン中、コスト-4。,,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST08-007,ネフェルタリ・ビビ,,C,CHARACTER,黒,コスト,3,1000,1000,斬,アラバスタ王国,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),【】このカードを登場させる。,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST08-008,ヒグマ,,C,CHARACTER,黒,コスト,1,2000,1000,斬,山賊,1,【登場時】相手のキャラ1枚までを、このターン中、コスト-2。,,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST08-009,マキノ,マキノ,C,CHARACTER,黒,コスト,2,-,2000,知,フーシャ村,1,【登場時】コスト0のキャラがいる場合、カード1枚を引く。,,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST08-010,モンキー・D・ガープ,モンキーディーガープ,C,CHARACTER,黒,コスト,5,7000,1000,打,海軍,1,-,,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST08-011,モンキー・D・ルフィ,モンキー・D・ルフィ,C,CHARACTER,黒,コスト,3,5000,1000,打,麦わらの一味,1,-,,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST08-012,ラブーン,,C,CHARACTER,黒,コスト,4,6000,1000,打,動物,1,-,,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST08-013,Mr.2・ボン・クレー(ベンサム),ミスターツーボンクレーベンサム,C,CHARACTER,黒,コスト,5,6000,-,打,元B・W,1,【ドン!!×1】このキャラが相手のキャラとバトルしたバトル終了時、バトルした相手のキャラをKOしてもよい。そうした場合、このキャラをKOする。,,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST08-014,ゴムゴムの鐘,ゴムゴムノカネ,C,EVENT,黒,コスト,2,-,-,-,麦わらの一味,1,【メイン】自分のライフの上から1枚を手札に加えることができる：相手のキャラ1枚までを、このターン中、コスト-7。,【】自分のトラッシュのコスト2以下の黒のキャラカード1枚までを、手札に加える。,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST08-015,ゴムゴムの銃,,C,EVENT,黒,コスト,3,-,-,-,麦わらの一味,1,【メイン】相手のコスト2以下のキャラ1枚までを、KOする。,【】カード1枚を引く。,Side モンキー・D・ルフィ【ST-08】,dummy.gif,
ST09-001,ヤマト,,L,LEADER,黄,ライフ,5,5000,-,打,ワノ国,1,【ドン!!×1】【相手のターン中】自分のライフが2枚以下の場合、このリーダーはパワー+1000。,,Side ヤマト【ST-09】,dummy.gif,
ST09-002,雨月天ぷら,ウゲツテンプラ,C,CHARACTER,黄,コスト,4,5000,1000,斬,ワノ国,1,-,【】相手のコスト2以下のキャラ1枚までを、レストにし、このカードを手札に加える。,Side ヤマト【ST-09】,dummy.gif,
ST09-003,うるティ,うるティ,C,CHARACTER,黄,コスト,4,6000,1000,打,百獣海賊団,1,-,,Side ヤマト【ST-09】,dummy.gif,
ST09-004,カイドウ,カイドウ,C,CHARACTER,黄,コスト,4,5000,1000,特,四皇/百獣海賊団,1,【ドン!!×1】自分のライフが2枚以下の場合、このキャラはバトルでKOされない。,,Side ヤマト【ST-09】,dummy.gif,
ST09-005,光月おでん,,SR,CHARACTER,黄,コスト,7,7000,-,斬,ワノ国/光月家,1,【ドン!!×1】このキャラは【ダブルアタック】を得る。(このカードが与えるダメージは2になる)【KO時】自分の手札2枚を捨てることができる：自分のデッキの上から1枚までを、ライフの上に加える。,,Side ヤマト【ST-09】,dummy.gif,
ST09-006,光月モモの助,,C,CHARACTER,黄,コスト,2,4000,1000,特,ワノ国/光月家,1,-,,Side ヤマト【ST-09】,dummy.gif,
ST09-007,しのぶ,シノブ,C,CHARACTER,黄,コスト,3,2000,-,特,ワノ国,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ブロック時】自分のライフの上か下から1枚を手札に加えることができる：このキャラは、このバトル中、パワー+4000。,,Side ヤマト【ST-09】,dummy.gif,
ST09-008,霜月牛マル,,C,CHARACTER,黄,コスト,5,6000,-,斬,ワノ国,1,【ドン!!×1】【アタック時】自分のライフの上か下から1枚を手札に加えることができる：自分の手札からコスト4以下の黄の特徴《ワノ国》を持つキャラカード1枚までを、登場させる。,,Side ヤマト【ST-09】,dummy.gif,
ST09-009,風月おむすび,フウゲツオムスビ,C,CHARACTER,黄,コスト,3,4000,1000,斬,ワノ国,1,-,【】相手のコスト1以下のキャラ1枚までを、KOし、このカードを手札に加える。,Side ヤマト【ST-09】,dummy.gif,
ST09-010,ポートガス・D・エース,ポートガス・ディー・エース,SR,CHARACTER,黄,コスト,6,7000,-,特,ワノ国/白ひげ海賊団,1,【ターン1回】このキャラがKOされる場合、代わりに自分のライフの上か下から1枚をトラッシュに置くことができる。,,Side ヤマト【ST-09】,dummy.gif,
ST09-011,モンキー・D・ルフィ,モンキー・D・ルフィ,C,CHARACTER,黄,コスト,3,5000,1000,打,ワノ国/麦わらの一味,1,-,,Side ヤマト【ST-09】,dummy.gif,
ST09-012,ヤマト,,C,CHARACTER,黄,コスト,3,3000,2000,打,ワノ国,1,【アタック時】自分のライフの上か下から1枚を手札に加えることができる：このキャラは、次の自分のターン開始時まで、パワー+2000。,,Side ヤマト【ST-09】,dummy.gif,
ST09-012,ヤマト,,C,CHARACTER,黄,コスト,3,3000,2000,打,ワノ国,1,【アタック時】自分のライフの上か下から1枚を手札に加えることができる：このキャラは、次の自分のターン開始時まで、パワー+2000。,,プロモーションカードセット,dummy.gif,
ST09-013,ヤマト,,C,CHARACTER,黄,コスト,5,7000,1000,特,ワノ国,1,-,,Side ヤマト【ST-09】,dummy.gif,
ST09-014,鳴鏑,ナリカブラ,C,EVENT,黄,コスト,1,-,-,-,ワノ国,1,【カウンター】自分のライフが2枚以下の場合、相手のリーダーかキャラ1枚までを、このターン中、パワー-3000。,【】自分の手札2枚を捨てることができる：自分のデッキの上から1枚までを、ライフの上に加える。,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
ST09-014,鳴鏑,ナリカブラ,C,EVENT,黄,コスト,1,-,-,-,ワノ国,1,【カウンター】自分のライフが2枚以下の場合、相手のリーダーかキャラ1枚までを、このターン中、パワー-3000。,【】自分の手札2枚を捨てることができる：自分のデッキの上から1枚までを、ライフの上に加える。,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
ST09-014,鳴鏑,ナリカブラ,C,EVENT,黄,コスト,1,-,-,-,ワノ国,1,【カウンター】自分のライフが2枚以下の場合、相手のリーダーかキャラ1枚までを、このターン中、パワー-3000。,【】自分の手札2枚を捨てることができる：自分のデッキの上から1枚までを、ライフの上に加える。,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
ST09-014,鳴鏑,ナリカブラ,C,EVENT,黄,コスト,1,-,-,-,ワノ国,1,【カウンター】自分のライフが2枚以下の場合、相手のリーダーかキャラ1枚までを、このターン中、パワー-3000。,【】自分の手札2枚を捨てることができる：自分のデッキの上から1枚までを、ライフの上に加える。,Side ヤマト【ST-09】,dummy.gif,
ST09-015,雷鳴八卦,ライメイハッケ,C,EVENT,黄,コスト,2,-,-,-,ワノ国,1,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。その後、自分のライフが2枚以下の場合、相手のコスト3以下のキャラ1枚までを、持ち主のライフの上か下に表向きで加える。,【】カード1枚を引く。,Side ヤマト【ST-09】,dummy.gif,
ST10-001,トラファルガー・ロー,トラファルガー・ロー,L,LEADER,赤/紫,ライフ,4,5000,-,斬,ハートの海賊団,2,【起動メイン】【ターン1回】ドン!!-3(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：相手のパワー3000以下のキャラ1枚までを、持ち主のデッキの下に置き、自分の手札からコスト4以下のキャラカード1枚までを、登場させる。,,“三船長”集結【ST-10】,dummy.gif,
ST10-002,モンキー・D・ルフィ,モンキー・D・ルフィ,L,LEADER,赤/紫,ライフ,3,6000,-,打,麦わらの一味,2,【起動メイン】【ターン1回】自分の場のドン!!が0枚、または自分の場のドン!!が8枚以上ある場合、ドン!!デッキからドン!!1枚までを、アクティブで追加する。,,“三船長”集結【ST-10】,dummy.gif,
ST10-003,ユースタス・キッド,,L,LEADER,赤/紫,ライフ,5,5000,-,特,キッド海賊団,2,【自分のターン中】自分のライフが4枚以上の場合、このリーダーはパワー-1000。【アタック時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：このリーダーは、このターン中、パワー+2000。,,“三船長”集結【ST-10】,dummy.gif,
ST10-004,サンジ,,C,CHARACTER,赤,コスト,6,6000,1000,打,麦わらの一味,2,【登場時】相手のパワー5000以上のキャラがいる場合、このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,“三船長”集結【ST-10】,dummy.gif,
ST10-004,サンジ,,C,CHARACTER,赤,コスト,6,6000,1000,打,麦わらの一味,2,【登場時】相手のパワー5000以上のキャラがいる場合、このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,8パックバトル 2024年優勝記念品,dummy.gif,
ST10-005,ジンベエ,ジンベエ,C,CHARACTER,赤,コスト,2,2000,2000,打,魚人族/麦わらの一味,2,【ドン!!×1】【アタック時】相手のキャラ1枚までを、このターン中、パワー-2000。,,“三船長”集結【ST-10】,dummy.gif,
ST10-005,ジンベエ,ジンベエ,C,CHARACTER,赤,コスト,2,2000,2000,打,魚人族/麦わらの一味,2,【ドン‼×1】【アタック時】相手のキャラ1枚までを、このターン中、パワー-2000。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
ST10-005,ジンベエ,ジンベエ,C,CHARACTER,赤,コスト,2,2000,2000,打,魚人族/麦わらの一味,2,【ドン‼×1】【アタック時】相手のキャラ1枚までを、このターン中、パワー-2000。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
ST10-006,モンキー・D・ルフィ,モンキー・D・ルフィ,SR,CHARACTER,赤,コスト,10,11000,-,打,麦わらの一味,2,【速攻】(このカードは登場したターンにアタックできる)【ターン1回】相手が【ブロッカー】を発動した時、相手のパワー8000以下のキャラ1枚までを、KOする。,,“三船長”集結【ST-10】,dummy.gif,
ST10-006,モンキー・D・ルフィ,モンキー・D・ルフィ,SR,CHARACTER,赤,コスト,10,11000,-,打,麦わらの一味,2,【速攻】(このカードは登場したターンにアタックできる)【ターン1回】相手が【ブロッカー】を発動した時、相手のパワー8000以下のキャラ1枚までを、KOする。,,チャンピオンシップ2023 2次予選決勝大会 ベスト16記念品,dummy.gif,
ST10-006,モンキー・D・ルフィ,モンキー・D・ルフィ,SR,CHARACTER,赤,コスト,10,11000,-,打,麦わらの一味,2,【速攻】(このカードは登場したターンにアタックできる)【ターン1回】相手が【ブロッカー】を発動した時、相手のパワー8000以下のキャラ1枚までを、KOする。,,ONE PIECE DAY’24 来場者特典,dummy.gif,
ST10-007,キラー,キラー,C,CHARACTER,紫,コスト,5,6000,1000,斬,キッド海賊団,2,【自分のターン中】【ターン1回】自分の場のドン!!がドン!!デッキに戻された時、相手のレストのコスト3以下のキャラ1枚までを、KOする。,,“三船長”集結【ST-10】,dummy.gif,
ST10-008,シャチ＆ペンギン,,C,CHARACTER,紫,コスト,4,5000,2000,射,ハートの海賊団,2,【登場時】自分の場のドン!!が3枚以下の場合、ドン!!デッキからドン!!2枚までを、レストで追加する。,,“三船長”集結【ST-10】,dummy.gif,
ST10-008,シャチ＆ペンギン,,C,CHARACTER,紫,コスト,4,5000,2000,射,ハートの海賊団,2,【登場時】自分の場のドン‼が3枚以下の場合、ドン‼デッキからドン‼2枚までを、レストで追加する。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
ST10-008,シャチ＆ペンギン,,C,CHARACTER,紫,コスト,4,5000,2000,射,ハートの海賊団,2,【登場時】自分の場のドン‼が3枚以下の場合、ドン‼デッキからドン‼2枚までを、レストで追加する。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
ST10-008,シャチ＆ペンギン,,C,CHARACTER,紫,コスト,4,5000,2000,射,ハートの海賊団,2,【登場時】自分の場のドン‼が3枚以下の場合、ドン‼デッキからドン‼2枚までを、レストで追加する。,,スタンダードバトルパックVol.12,dummy.gif,
ST10-009,ジャンバール,,C,CHARACTER,紫,コスト,4,5000,1000,打,ハートの海賊団,2,【登場時】➀(コストエリアのドン!!を指定の数レストにできる)：ドン!!デッキからドン!!1枚までを、アクティブで追加する。,,“三船長”集結【ST-10】,dummy.gif,
ST10-010,トラファルガー・ロー,トラファルガー・ロー,SR,CHARACTER,紫,コスト,4,5000,1000,斬,ハートの海賊団,2,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：相手の手札が7枚以上ある場合、相手の手札2枚を捨てる。,,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
ST10-010,トラファルガー・ロー,トラファルガー・ロー,SR,CHARACTER,紫,コスト,4,5000,1000,斬,ハートの海賊団,2,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：相手の手札が7枚以上ある場合、相手の手札2枚を捨てる。,,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
ST10-010,トラファルガー・ロー,トラファルガー・ロー,SR,CHARACTER,紫,コスト,4,5000,1000,斬,ハートの海賊団,2,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：相手の手札が7枚以上ある場合、相手の手札2枚を捨てる。,,“三船長”集結【ST-10】,dummy.gif,
ST10-010,トラファルガー・ロー,トラファルガー・ロー,SR,CHARACTER,紫,コスト,4,5000,1000,斬,ハートの海賊団,2,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：相手の手札が7枚以上ある場合、相手の手札2枚を捨てる。,,チャンピオンシップ2023 2次予選エリア大会 ベスト8記念品,dummy.gif,
ST10-011,ヒート,ヒート,C,CHARACTER,紫,コスト,3,4000,1000,特,キッド海賊団,2,【自分のターン中】【ターン1回】自分の場のドン!!がドン!!デッキに戻された時、このキャラは、次の自分のターン開始時まで、パワー+2000。,,“三船長”集結【ST-10】,dummy.gif,
ST10-012,ベポ,,C,CHARACTER,紫,コスト,4,5000,1000,打,ミンク族/ハートの海賊団,2,【登場時】/【アタック時】相手の場のドン!!の枚数が自分の場のドン!!の枚数より多い場合、ドン!!デッキからドン!!1枚までを、レストで追加する。,,“三船長”集結【ST-10】,dummy.gif,
ST10-013,ユースタス・キッド,,SR,CHARACTER,紫,コスト,7,8000,-,特,キッド海賊団,2,【登場時】/【アタック時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：自分のリーダー1枚までを、次の自分のターン開始時まで、パワー+1000。,,“三船長”集結【ST-10】,dummy.gif,
ST10-013,ユースタス・キッド,,SR,CHARACTER,紫,コスト,7,8000,-,特,キッド海賊団,2,【登場時】/【アタック時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分のリーダー1枚までを、次の自分のターン開始時まで、パワー+1000。,,プレミアムブースター ONE PIECE CARD THE BEST ストレージボックスセット,dummy.gif,
ST10-013,ユースタス・キッド,,SR,CHARACTER,紫,コスト,7,8000,-,特,キッド海賊団,2,【登場時】/【アタック時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分のリーダー1枚までを、次の自分のターン開始時まで、パワー+1000。,,プレミアムブースター ONE PIECE CARD THE BEST ストレージボックスセット,dummy.gif,
ST10-013,ユースタス・キッド,,SR,CHARACTER,紫,コスト,7,8000,-,特,キッド海賊団,2,【登場時】/【アタック時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：自分のリーダー1枚までを、次の自分のターン開始時まで、パワー+1000。,,プロモーションパックEX Vol.1,dummy.gif,
ST10-013,ユースタス・キッド,,SR,CHARACTER,紫,コスト,7,8000,-,特,キッド海賊団,2,【登場時】/【アタック時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：自分のリーダー1枚までを、次の自分のターン開始時まで、パワー+1000。,,チャンピオンシップ2023 2次予選エリア大会 ベスト16記念品,dummy.gif,
ST10-014,ワイヤー,,C,CHARACTER,紫,コスト,3,3000,1000,斬,キッド海賊団,2,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ターン1回】自分の場のドン!!がドン!!デッキに戻された時、カード1枚を引き、手札1枚を捨てる。,,“三船長”集結【ST-10】,dummy.gif,
